"","Most recent year:","#1 Ranked","#1 Ranked","#1 Ranked","#2 Ranked","#2 Ranked","#2 Ranked","#3 Ranked","#3 Ranked","#3 Ranked","#4 Ranked","#4 Ranked","#4 Ranked","#5 Ranked","#5 Ranked","#5 Ranked","#6 Ranked","#6 Ranked","#6 Ranked","#7 Ranked","#7 Ranked","#7 Ranked","#8 Ranked","#8 Ranked","#8 Ranked","#9 Ranked","#9 Ranked","#9 Ranked","#10 Ranked","#10 Ranked","#10 Ranked","Remaining native tree species","Remaining native tree species","Remaining native tree species","TOTAL native tree species","TOTAL native tree species","TOTAL native tree species","#1 Ranked","#1 Ranked","#1 Ranked","#2 Ranked","#2 Ranked","#2 Ranked","#3 Ranked","#3 Ranked","#3 Ranked","#4 Ranked","#4 Ranked","#4 Ranked","#5 Ranked","#5 Ranked","#5 Ranked","Remaining introduced tree species","Remaining introduced tree species","Remaining introduced tree species","TOTAL introduced tree species","TOTAL introduced tree species","TOTAL introduced tree species","Total growing stock","Total growing stock","Total growing stock"
"","Most recent year:","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest"
"Ethiopia","2016","","665.94","19.10","","421.88","12.10","","387.01","11.10","","237.09","6.80","","209.20","6.00","","188.28","5.40","","129.00","3.70","","111.57","3.20","","83.68","2.40","","80.19","2.30","","878.62","25.20","","3392.46","97.30","","59.27","1.70","","34.87","1.00","","","","","","","","","","","","","","94.14","2.70","","3486.6",""
"Falkland Islands (Malvinas)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Faroe Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fiji","2006","Kauvula","1.54","0.80","Kaudamu","1.39","0.72","Dakua makadre","1.05","0.54","Damanu","0.99","0.51","Sa","0.94","0.49","Yasiyasi A","0.59","0.31","Sasawira","0.43","0.22","Koka","0.40","0.21","Bauvudi","0.34","0.18","Vesi","0.33","0.17","","185.24","95.86","","193.24","100.00","Pine","","","Mahogany","","","","","","","","","","","","","","","","","","","193.24",""
"Finland","2025","Scots pine","1273.70","50.10","Norway spruce","761.19","29.94","Downy birch","291.90","11.48","Silver birch","127.65","5.02","Aspen","44.30","1.74","Grey alder","16.23","0.64","Black alder","7.84","0.31","Goat willow","7.24","0.28","Rowan","6.89","0.27","European bird cherry","0.82","0.03","","1.10","0.04","","2538.86","99.87","Larch","2.36","0.09","Contorta pine","0.43","0.02","Swiss pine","0.10","0.00","Fir","0.09","0.00","Thuja","0.00","0.00","","0.33","0.01","","3.31","0.13","","2542.17",""
"France","2020","Chêne sessile","343.59","11.68","Chêne pédonculé","338.09","11.49","Hêtre","308.05","10.47","Sapin pectiné","229.15","7.79","Epicéa commun","196.23","6.67","Pin sylvestre","154.13","5.24","Pin maritime","154.10","5.24","Châtaigner","139.92","4.76","Charme","125.68","4.27","Chêne pubescent","119.13","4.05","","539.95","18.35","","2648.02","90.01","Douglas","143.89","4.89","Pin noir d'Autriche","44.26","1.50","Peuplier cultivé","34.63","1.18","Robinier faux-acacia","34.33","1.17","Epicéa de Sitka","8.71","0.30","","27.92","0.95","","293.74","9.99","","2941.76",""
"French Guiana","2017","Wapa","246.54","9.36","Gaulettes","186.09","7.07","Angélique","183.54","6.97","Maho noir","160.57","6.10","Maho rouge","137.35","5.21","Balatas","100.83","3.83","Moni","85.52","3.25","Niamboka","63.64","2.42","Sali","48.56","1.84","Goupi","44.14","1.68","","1377.00","52.28","","2633.78","100.00","","","","","","","","","","","","","","","","","","","","","","","2633.78",""
"French Polynesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gabon","1995","Okoumé","130.00","34.95","Andoung (s)","50.00","13.44","Ozigo","40.00","10.75","Tali","40.00","10.75","Ilomba","25.00","6.72","Limba","30.00","8.06","Azobe","25.00","6.72","Padouk","15.00","4.03","Niové","10.00","2.69","Bahia","7.00","1.88","","","","","372","100.00","","","","","","","","","","","","","","","","","","","","","","","372",""
"Gambia","2010","jumbukungoj","","","sito","","","duto","","","jambakatango","","","wolo","","","jalo","","","keno","","","tengo","","","santango","","","jungo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Georgia","2022","Beech","170.60","32.30","Hornbeam","63.60","12.04","Spruce","59.50","11.26","Fir","51.60","9.77","Chestnut","28.90","5.47","Alder","26.40","5.00","Oak","25.30","4.79","Pine","22.80","4.32","Lime","14.30","2.71","Oriental Hornbeam","5.40","1.02","","59.80","11.32","","528.2","100.00","","0.00","0.00","","0.00","0.00","","0.00","0.00","","0.00","0.00","","0.00","0.00","","0.00","0.00","","0","0.00","","528.2",""
"Germany","2012","Norway spruce","1100.00","30.05","Scots pine","790.00","21.58","Beech","640.00","17.49","English oak","182.00","4.97","Sessile oak","178.00","4.86","Silver fir","98.00","2.68","European larch","75.00","2.05","Common ash","73.00","1.99","Silver birch","71.00","1.94","Black alder","70.00","1.91","","204.00","5.57","","3481","95.11","Douglas fir","85.00","2.32","Japanese larch","30.00","0.82","Northern red oak","15.00","0.41","Black locust","12.00","0.33","Sitka spruce","7.00","0.19","","30.00","0.82","","179","4.89","","3660",""
"Ghana","2023","ONYINA","35.93","10.51","WAWA","22.77","6.66","ESA","20.00","5.85","DAHOMA","9.10","2.66","KYENKYEN","7.53","","OTIE","5.84","1.71","ESAKOKO","5.79","1.69","KYEREYE","4.94","1.45","DENYAO","4.76","1.39","Ofram","4.26","1.25","","228.34","66.82","","341.73","100.00","Teak","","","Cedrela","","","Gmelina","","","Eucalyptus","","","","","","","","","","","","","341.73",""
"Gibraltar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Greece","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Greenland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grenada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guadeloupe","2023","Bois rouge","4.00","15.60","Gommier blanc","3.95","15.41","Côtelette noire","2.65","10.34","Châtaignier boucan","1.25","4.88","Marbri","1.15","4.49","Corossol montagne","0.65","2.54","Cassant","0.60","2.34","Mapou-baril","0.60","2.34","Goyavier montagne","0.60","2.34","Mangle médaille","0.55","2.15","","8.82","34.40","","24.82","96.80","Mahogany","0.80","3.12","Pin caraïbe","0.02","0.08","","","","","","","","","","","","","","0.82","3.20","","25.64",""
"Guam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guatemala","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guernsey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guinea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guinea-Bissau","1982","Pau veludo","5.80","12.18","Encens, Santan ou Faro","3.30","6.93","Vène, Palissandre Sénégal","3.07","6.45","Mandiple","2.13","4.47","Faroba","1.91","4.01","Mampataz","1.63","3.42","Ir, pau carvao","1.29","2.71","Pau- bicho-preto","1.17","2.46","La Lodje","1.05","2.21","Tulipier du Gabon","1.03","2.16","","25.22","52.98","","47.6","100.00","","","","","","","","","","","","","","","","","0.00","0.00","","0","0.00","","47.6",""
"Guyana","","Greenheart","","","Wamara","","","Kabukalli","","","Wallaba","","","Baromalli","","","Tauroniro","","","Mora","","","Shabadan","","","Purpleheart","","","Keriti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Haiti","2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Holy See","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Honduras","2023","Barba de Jole","44.69","6.53","Pino","32.94","4.81","","30.55","4.46","Roble","24.57","3.59","Uva de playa","19.88","2.90","Pino","19.74","2.88","San juan areno","17.74","2.59","Macuelizo","17.59","2.57","Liquidambar","17.22","2.52","Zapote","15.31","2.24","","371.90","54.33","","612.13","89.43","Ficus","20.69","3.02","Ciruela japonesa","15.58","2.28","","","","","","","","","","","36.11","5.28","","72.38","10.57","","684.51",""
"Hungary","2022","Turkey oak","51.29","12.57","Sessile oak","48.03","11.77","Beech","41.87","10.26","Pedunculate oak","38.67","9.48","Scots pine","35.65","8.74","Hornbeam","18.49","4.53","Grey poplar","14.99","3.67","Common alder","11.24","2.75","Common ash","6.95","1.70","Silver lime","4.63","1.13","","33.11","8.11","","304.92","74.72","Black locust","56.76","13.91","Hybrid poplar","17.40","4.26","Black pine","12.31","3.02","Red oak","6.09","1.49","Black walnut","1.89","0.46","","8.70","2.13","","103.15","25.28","","408.07",""
"Chad","1988","bbita","12.00","31.88","roi","8.46","22.48","ro mann","4.80","12.75","ro","4.25","11.29","ro ndah","3.00","7.97","Ndang-keur","1.60","4.25","ddira","1.60","4.25","ddro","0.80","2.13","koudou","0.73","1.94","mong","0.40","1.06","","","","","37.64","100.00","","","","","","","","","","","","","","","","","","","","","","","37.64",""
"Chile","2020","Coihue","1301.48","28.96","Ulmo","372.83","8.30","Tepa","345.55","7.69","Roble","297.40","6.62","Mañío hembra","280.54","6.24","Tineo","189.05","4.21","Olivillo","165.55","3.68","Trevo","140.67","3.13","Lenga","123.36","2.74","Araucaria","121.64","2.71","","676.55","15.05","","4014.62","89.33","Pino insigne","315.75","7.03","Eucalipto","125.37","2.79","","","","","","","","","","","38.35","0.85","","479.47","10.67","","4494.09",""
"China","2021","Oak","1488.51","7.60","Fir","1279.21","6.54","Larch","1159.73","5.92","China fir","1136.68","5.81","Birch","924.97","4.73","Spruce","913.97","4.67","Manson pine","646.64","3.30","Popular","572.04","2.92","Yunan pine","523.80","2.68","Alpine pine","325.59","1.66","","9526.74","48.67","","18497.88","94.50","Eucalypt","264.86","1.35","Foreign pine","76.99","0.39","Locust","60.01","0.31","Acacia","16.01","0.08","Coast oak","1.91","0.01","","656.82","3.36","","1076.6","5.50","","19574.48",""
"Iceland","2020","Downy birch","0.10","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","","0.1","10.00","Siberian larch","0.32","32.00","Lodgepole pine","0.18","18.00","Sitka spruce","0.16","16.00","Black cottonwood","0.13","13.00","Norway spruce","0.06","6.00","","0.05","5.00","","0.9","90.00","","1",""
"India","2019","Sal","536.92","9.91","Teak","223.22","4.12","Chir pine","214.01","3.95","Saja","187.46","3.46","Kail","186.38","3.44","Dhauda","140.33","2.59","Deodar","138.16","2.55","Amb","134.37","2.48","Silver Fir","126.78","2.34","Mode","121.90","2.25","","3299.66","60.90","","5309.19","97.99","Rubber Tree","35.37","0.65","Safeda Neelgiri","26.06","0.48","Palm oil","21.15","0.39","Vilayati babool","11.55","0.21","Keekar","1.14","0.02","","13.51","0.25","","108.78","2.01","","5417.97",""
"Indonesia","2020","Meranti","1282.00","100.00","Resak","757.00","100.00","Nyatoh","553.00","100.00","Keruing","543.00","100.00","Jambu-jambu","473.00","100.00","Medang","433.00","100.00","Bintangur","377.00","100.00","Ubah","352.00","100.00","Kelat","336.00","100.00","Balam","267.00","100.00","","7754.51","100.00","","13127.51","100.00","","","","","","","","","","","","","","","","","","","","","","","13127.51",""
"Iran (Islamic Republic of)","2020","","154.40","32.90","","150.00","31.96","","36.70","7.82","","31.50","6.71","","30.20","6.44","","23.00","4.90","","13.80","2.94","","9.20","1.96","","1.50","0.32","","","","","19.00","4.05","","469.3","100.00","","","","","","","","","","","","","","","","","","","","","","","469.3",""
"Iraq","","دمس و غلب","","","سمر بلدي","","","سمر عربي","","","اثل","","","ضبيان","","","قرض","","","سقم","","","اثب","","","الصمغ العربي","","","عضب","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ireland","2022","ash","4.55","3.10","downy birch","3.44","2.34","goat willow","2.75","1.87","pedunculate oak","2.67","1.82","alder","2.20","1.50","sessile oak","2.05","1.40","Scots pine","1.49","1.02","silver birch","1.44","0.98","holly","0.52","0.35","hazel","0.49","0.33","","0.51","0.35","","22.11","15.07","sitka spruce","88.31","60.19","lodgepole pine","11.60","7.91","Norway spruce","6.19","4.22","Japanese larch","5.38","3.67","beech","3.63","2.47","","9.50","6.47","","124.61","84.93","","146.72",""
"Isle of Man","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Israel","2010","Aleppo pine","1.30","22.41","Palestine oak, Kermes oak","1.30","22.41","Mediterranean cypress","0.30","5.17","Carob tree","0.10","1.72","Olive tree","0.10","1.72","","","","","","","","","","","","","","","","","1.00","17.24","","4.1","70.69","Turkish pine","1.20","20.69","Stone pine","0.20","3.45","Tuart tree","0.10","1.72","River red gam","0.10","1.72","Blue-leafed (golden) wattle","0.10","1.72","","","","","1.7","29.31","","5.8",""
"Italy","2015","Beech","272.05","17.99","Spruce","229.99","15.21","Chestnut","136.01","8.99","Turkey oak","121.58","8.04","Larch","90.32","5.97","Downy oak","86.96","5.75","Black hornbeam","54.80","3.62","Holm oak","48.95","3.24","Silver fir","40.40","2.67","Black pine","38.33","2.53","","347.14","22.96","","1466.53","96.98","Black locust","24.85","1.64","Douglas fir","9.20","0.61","Poplar","6.27","0.41","Eucalyptus","5.29","0.35","","","","","","","","45.61","3.02","","1512.14",""
"Jamaica","2003","Rose Apple","2.40","4.79","Mango","2.20","4.39","Trumpet Tree","2.10","4.19","Sweetwood","1.55","3.10","Breadnut","1.40","2.80","Santa Maria","1.15","2.30","Blue Mahoe","1.15","2.30","Sweetwoods","1.10","2.20","Bullets","1.10","2.20","Cedar","1.05","2.10","","33.38","66.65","","48.58","97.00","","","","","","","","","","","","","","","","","1.50","3.00","","1.5","3.00","","50.08",""
"Japan","2022","Japanese Cedar","2046.00","36.86","Hinoki Cypress","819.00","14.75","Pine (Japanese Red Pine,Japanese Black Pine, etc)","402.00","7.24","Sakhalin Fir","246.00","4.43","Japanese Larch","230.00","4.14","Konara Oak, Mongolian Oak, Daimyo Oak, etc","82.00","1.48","Hondo Spruce, Yezo Spruce","52.00","0.94","Japanese Chestnut Oak","21.00","0.38","","","","","","","","1653.00","29.78","","5551","100.00","","","","","","","","","","","","","","","","","","","","","","","5551",""
"Jersey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jordan","","لزاب","","","صنوبربروتي","","","زعرور","","","الخروب","","","الباطم لفلسيني","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kazakhstan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kenya","2022","African pencil cedar","","","Red stinkwood","","","Elgon teak","","","Meru Oak","","","Mbambakofi","","","Bushwillow","","","Mikoko","3.30","14.84","Baobab","","","Euphorbia","","","Acacia","","","","","","","3.3","14.84","Cypress","11.40","51.28","Pinus","4.43","19.93","Eucalypts","3.10","13.95","Grevillia","","","Casuarina","","","","","","","18.93","85.16","","22.23",""
"Kiribati","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kuwait","2023","السمر","","","السلم","","","السدر","","","الغاف","","","لعلعلان","","","الصمغ العربي","","","السرح","","","اثب","","","عضب","","","ضبيان","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kyrgyzstan","2015","пихта семенова","0.59","1.13","ель тяньшанская","15.30","29.27","можжевельник","6.87","13.14","орех грецкий","3.90","7.46","фисташка","0.64","1.22","клен туркестанский","1.98","3.79","тополь","0.85","1.63","яблоня","0.47","0.90","","","","","","","","21.68","41.47","","52.28","100.00","","","","","","","","","","","","","","","","","","","","","","","52.28",""
"Lao People's Democratic Republic","1990","","121.71","15.91","","104.41","13.65","","95.70","12.51","","35.92","4.70","","23.20","3.03","","22.70","2.97","","8.98","1.17","","1.95","0.25","","1.52","0.20","","0.03","0.00","","87.19","11.40","","503.31","65.80","","","","","","","","","","","","","","","","","261.58","34.20","","261.58","34.20","","764.89",""
"Latvia","2022","Scots pine","220.47","33.67","Silver birch ad Downy birch","151.91","23.20","Norway spruce","135.53","20.70","Aspen","58.37","8.92","Common alder","40.45","6.18","Grey alder","33.15","5.06","Common oak","5.01","0.77","European ash","0.88","0.13","","","","","","","","8.93","1.36","","654.7","100.00","","","","","","","","","","","","","","","","","","","","","","","654.7",""
"Lebanon","2020","Pine stone","","","Cedar","","","Juniper","","","Brutia pine","","","Turkey Oak","","","Oak","","","Oak","","","Aleppo pine","","","Oak","","","Cypress","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lesotho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Liberia","2019","","127.33","27.61","","94.74","20.55","","88.17","19.12","","78.58","17.04","","72.27","15.67","","","","","","","","","","","","","","","","","","","","461.09","100.00","","","","","","","","","","","","","","","","","","","","","","","461.09",""
"Libya","2020","Pin d'Alep","","","Chêne liège","","","Chêne zeen","","","Thuya","","","Pin maritime","","","Genévrier rouge","","","Acacia tortilis","","","Cyprés","","","Chêne vert","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Liechtenstein","2022","Fichte","1.04","54.74","Buche","0.23","12.11","Weisstanne","0.17","8.95","Lärche","0.15","7.89","Waldföhre","0.07","3.68","Esche","0.06","3.16","Bergahorn","0.05","2.63","Bergföhre","0.04","2.11","Hängebirke","0.03","1.58","Stieleiche","0.01","0.53","","0.05","2.63","","1.9","100.00","","0.00","0.00","","0.00","0.00","","0.00","0.00","","0.00","0.00","","0.00","0.00","","0.00","0.00","","0","0.00","","1.9",""
"Lithuania","2020","Scots pine","203.03","35.83","Norway spruce","126.49","22.32","Silver birch, downy birch","88.53","15.62","Black alder","51.28","9.05","Aspen","35.39","6.25","Grey alder","23.23","4.10","English oak","17.04","3.01","Small-leaved lime","5.66","1.00","Norway maple","4.96","0.88","European ash","3.72","0.66","","7.04","1.24","","566.37","99.95","Poplar","0.15","0.03","Dwarf mountain (creeping) pine","0.04","0.01","Manitoba maple","0.04","0.01","Northern red oak","0.04","0.01","Jack pine","0.03","0.01","","0.00","0.00","","0.3","0.05","","566.67",""
"Luxembourg","2011","Beech","9.38","30.01","Oak","8.17","26.14","Spruce","6.63","21.21","Birch","0.78","2.50","Pine","0.72","2.30","Ash","0.53","1.70","Maple","0.40","1.28","","","","","","","","","","","4.65","14.88","","31.26","100.00","","","","","","","","","","","","","","","","","","","","","","","31.26",""
"Madagascar","1994","Nato","128.99","5.68","Voapaka","68.98","3.04","Tavolo","64.52","2.84","Vintanina","54.32","2.39","Kijy","49.87","2.19","Lalona","48.36","2.13","Varongy","40.71","1.79","Vongo","27.83","1.22","Hazomainty","22.21","0.98","Famelona","18.78","0.83","","1747.76","76.91","","2272.33","100.00","","","","","","","","","","","","","","","","","","","","","","","2272.33",""
"Malawi","","Sugar plum","","","zebrawood","","","","","","Zebrawood","","","Mopane","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Malaysia","2020","Kelat","473.90","12.41","Medang","438.01","11.47","Kedondong","232.94","6.10","Meranti seraya","148.55","3.89","Meranti tembaga","100.43","2.63","Meranti bukit","83.63","2.19","Kempas, Tualang","72.94","1.91","Nyatoh","69.12","1.81","Meranti kepong","67.59","1.77","Meranti nemesu","63.77","1.67","","2067.83","54.15","","3818.71","100.00","","","","","","","","","","","","","","","","","","","","","","","3818.71",""
"Maldives","2016","coconut palm","0.09","27.27","Araucaria","0.01","3.03","breadfruit","0.01","3.03","Kimbi","0.01","3.03","Bondavaki","0.01","3.03","Bodu kandoo","0.01","3.03","Funa","0.01","3.03","Ruvaa","0.01","3.03","Boadhumburi","0.01","3.03","Dhungethi","0.01","3.03","","0.15","45.45","","0.33","100.00","","","","","","","","","","","","","","","","","","","","","","","0.33",""
"Mali","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Malta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Marshall Islands","2008","","1.04","67.10","","0.09","5.81","","0.09","5.81","","0.08","5.16","","0.07","4.52","","0.04","2.58","","0.04","2.58","","0.03","1.94","","0.02","1.29","","0.02","1.29","","0.03","1.94","","1.55","100.00","","","","","","","","","","","","","","","","","","","","","","","1.55",""
"Martinique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mauritania","2023","Amour/Gawdi/Djébé/Nebneb","","","Talh/Tchiluki/Bague/Seing","","","Teichett/Murtoki/Sékhené/Sump","","","Sder/Djabi/Fa/Sidem","","","Tikifit/Dôki/Tefé/Ratt","","","Sedra Lbeyda/Bulbi/Guécé/Surur","","","Avrar/Tchaski/Kume/Kad","","","Tezzekre/Barkewi/Yafe/Nguiguis","","","Erwar/Pattuki/Dibé/Verek","","","Llyne/Guéloki/Khamé/Ngér","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mauritius","2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.14","35.19","","1.14","35.19","Slash Pine","1.04","32.10","Eucalyptus","0.64","19.75","Japanese Cedar","0.08","2.47","Tecoma","0.13","4.01","Araucaria","0.21","6.48","","","","","2.1","64.81","","3.24",""
"Mayotte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mexico","2018","Palo mulato, copalillo, cohuite","161.23","4.25","Tzalam","138.03","3.64","Pino prieto, pino resinoso, pino amarillo","120.83","3.18","Pino blanco, pino real","118.94","3.13","Pino blanco, pino real","79.11","2.08","Pino blanco, pino real","76.10","2.00","Encino blanco","72.51","1.91","Ocote chino","67.87","1.79","Chicozapote","64.57","1.70","Encino chaparro","63.74","1.68","","2824.14","74.40","","3787.07","99.77","Mango","1.65","0.04","Árbol del hule, caucho","1.61","0.04","Fresno, cedro rosado","1.30","0.03","Melina","0.53","0.01","Framboyán, tabachín","0.49","0.01","","3.24","0.09","","8.82","0.23","","3795.89",""
"Micronesia (Federated States of)","2006","kwat, kotoh, folofol, abruk, sales","2.31","13.26","kotop","2.06","11.83","thong, elak, ka, ramluw","1.39","7.98","aoa, konya, giliau, aow, au","1.27","7.29","brok, pwulok, ploek brok, tui, yamgur, punopun","1.05","6.03","","0.85","4.88","metkam, kulalis","0.79","4.54","aak, akapa, sakasrik","0.69","3.96","mai, kuru, mos, sou, maouli, mai, breadfruit","0.61","3.50","karara","0.59","3.39","","5.81","33.35","","17.42","100.00","","","","","","","","","","","","","","","","","","","","","","","17.42",""
"Monaco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mongolia","2014","Siberian larch","1101.17","80.65","Siberian pine","91.18","6.68","Birch","87.23","6.39","Scotch pine","66.81","4.89","Siberian spruce","11.07","0.81","Aspen","4.61","0.34","Siberian fir","2.77","0.20","Poplar","0.26","0.02","Laurel poplar","0.13","0.01","Elm","0.13","0.01","","","","","1365.36","100.00","","","","","","","","","","","","","","","","","","","","","","","1365.36",""
"Montenegro","2013","Bukva","49.70","40.94","Smrča","23.20","19.11","Jela","14.50","11.94","Cer","4.50","3.71","Crni jasen","1.80","1.48","Crni grab","1.00","0.82","Medunac","1.10","0.91","Bijeli grab","0.48","0.40","Crni bor","3.20","2.64","Kitnjak","2.30","1.89","","19.62","16.16","","121.4","100.00","","","","","","","","","","","","","","","","","","","","","","","121.4",""
"Montserrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Morocco","2020","Chêne vert","73.15","38.35","Cèdre de l'atlas","26.83","14.07","Arganier","25.03","13.12","Génévriers","10.77","5.65","Thuya de Berbérie","10.06","5.27","Chêne liège","8.69","4.56","Pin d'Alep","5.02","2.63","Chêne zeen","3.28","1.72","Sapin du Maroc","1.15","0.60","","","","","20.84","10.93","","184.82","96.89","Eucalyptus","5.93","3.11","","","","","","","","","","","","","","","","","5.93","3.11","","190.75",""
"Mozambique","2018","Messassa","208.00","18.71","Mafuti","177.00","15.92","Messassa encarnada","140.00","12.59","Mopane","69.00","6.21","Umbila","63.00","5.67","Jambirre","53.00","4.77","Canho","50.00","4.50","Messolo","39.00","3.51","Metongoro","36.00","3.24","Mucarala","34.00","3.06","","242.93","21.85","","1111.93","100.00","","","","","","","","","","","","","","","","","","","","","","","1111.93",""
"Myanmar","","In","","","Kanyin","","","Kyun","","","Pyinkado","","","Ingyin","","","Taukkyan","","","Thitya","","","Thabye","","","Sagat","","","Thadi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Namibia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nauru","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nepal","1999","Sal, Sakhuwa","296.09","28.20","Khasru","97.65","9.30","Khote salla","79.79","7.60","Lali gurans","66.14","6.30","Asna, Saj","46.19","4.40","Talis patra","44.09","4.20","Gobre salla","30.44","2.90","Uttis","20.99","2.00","Thingure sall","19.95","1.90","Chilaune","18.89","1.80","","329.76","31.41","","1049.98","100.00","","","","","","","","","","","","","","","","","","","","","","","1049.98",""
"Netherlands (Kingdom of the)","2019","Scots Pine","19.63","24.01","European Oak","17.64","21.58","Beech","5.10","6.24","Birch","4.69","5.74","Poplar","2.30","2.81","Common alder","2.09","2.56","Ash","1.89","2.31","Willow","1.51","1.85","Maple spp","0.99","1.21","Chestnut","0.48","0.59","","3.19","3.90","","59.51","72.79","Douglas fir","6.03","7.38","Japanese larch","3.73","4.56","Red Oak","3.53","4.32","Norway Spruce","3.02","3.69","Corsica pine","2.88","3.52","","3.06","3.74","","22.25","27.21","","81.76",""
