regions,subregions,iso3,iso2,m49,name,Desk study,year,1a_forestArea,1a_otherWoodedLand,1a_landArea,1b_naturallyRegeneratingForest,1b_primary,1b_plantedForest,1b_plantationForest,1b_plantationForestIntroduced,1b_otherPlantedForest,1b_primaryForestBoreal,1b_primaryForestTemperate,1b_primaryForestSubTropical,1b_primaryForestTropical,1c_bamboos,1c_mangroves,1c_rubber,1e_palms,1e_treeOrchards,1e_agroforestry,1e_treesUrbanSettings,1e_other,2a_gs_ha_nat_reg,2a_gs_ha_primary,2a_gs_ha_introduced,2a_gs_ha_forest,2a_gs_ha_plantation,2a_gs_ha_planted,2a_gs_ha_owl,2a_gs_ha_other_planted,2a_gs_tot_nat_reg,2a_gs_total_primary,2a_gs_total_introduced,2a_gs_tot_planted,2a_gs_tot_plantation,2a_gs_tot_other_planted,2a_gs_tot_forest,2a_gs_tot_owl,2b_native_#1,2b_native_#2,2b_native_#3,2b_native_#4,2b_native_#5,2b_native_#6,2b_native_#7,2b_native_#8,2b_native_#9,2b_native_#10,2b_native_remaining,2b_native_total,2b_introduced_#1,2b_introduced_#2,2b_introduced_#3,2b_introduced_#4,2b_introduced_#5,2b_introduced_remaining,2b_introduced_total,2b_total_gs,2c_agb,2c_bgb,2c_dwb,2c_agb_total,2c_bgb_total,2c_dwb_total,2d_carbon_agb,2d_carbon_bgb,2d_carbon_dw,2d_carbon_litter,2d_carbon_soil,2d_carbon_agb_total,2d_carbon_bgb_total,2d_carbon_dw_total,2d_carbon_litter_total,2d_carbon_soil_total,2d_soil_depth_cm,3a_prim_prod,3a_prim_prot,3a_prim_biodiv,3a_prim_socserv,3a_prim_multi,3a_prim_other,3a_prim_no,3a_prim_unknown,3a_tot_prod,3a_tot_prot,3a_tot_biodiv,3a_tot_socserv,3a_tot_other,3b_protected,3b_forMngt,3b_mngtProt,4a_priv_own,4a_individ,4a_bus_inst_fo,4a_indigenous_fo,4a_pub_own,4a_fo_other,4a_fo_unknown,4b_pub_admin,4b_bus_inst_mr,4b_indigenous_mr,4b_unknown,4b_other,5c_y_n,6a_policies_national,6a_policies_sub_national,6a_legislation_national,6a_legislation_sub_national,6a_platform_national,6a_platform_sub_national,6a_traceability_national,6a_traceability_sub_national,6b_pfe_y_n,6b_pfe_area
"Europe","","BGR","BG","100","Bulgaria","No","2015","3833.00","24.00","10856.00","3009.00","704.00","824.00","0.00","0.00","824.00","0.00","704.00","0.00","0.00","0.00","0.00","0.00","0.00","83.00","","","","177.46","","","177.46","","177.46","","177.46","533.98","","0.00","146.23","0.00","146.23","680.20","","","","","","","","","","","","","","","","","","","","","","161.84","38.65","","620.33","148.15","","76.06","18.17","","","","291.54","69.65","","","","","1496.00","359.00","704.00","225.00","1049.00","0.00","0.00","0.00","1496.00","359.00","704.00","225.00","1073.00","704.00","3673.00","544.00","468.00","411.00","57.00","0.00","3365.00","0.00","0.00","3016.00","349.00","0.00","0.00","0.00","no","yes","no","yes","no","no","no","yes","no","yes","3833.00"
"Europe","","BGR","BG","100","Bulgaria","No","2020","3896.00","24.00","10856.00","3117.00","596.00","779.00","0.00","0.00","779.00","0.00","596.00","0.00","0.00","0.00","0.00","0.00","0.00","91.34","","","","184.40","","","184.40","","184.40","","184.40","574.77","","0.00","143.65","0.00","143.65","718.42","","185.20","146.60","100.40","76.60","65.90","49.70","29.10","16.40","14.50","4.60","21.62","710.62","5.20","2.40","0.20","","","","7.80","718.42","171.05","40.93","","666.41","159.46","","80.39","19.24","","","","313.20","74.96","","","","","1317.00","315.00","596.00","179.00","1489.00","0.00","0.00","0.00","1342.00","315.00","604.00","189.00","1497.00","596.00","3896.00","596.00","419.00","366.00","53.00","0.00","3477.00","0.00","0.00","3083.00","394.00","0.00","0.00","0.00","no","yes","no","yes","no","no","no","yes","no","yes","3896.00"
"Europe","","BGR","BG","100","Bulgaria","No","2025","3959.00","24.00","10856.00","3225.00","596.00","734.00","0.00","0.00","734.00","0.00","596.00","0.00","0.00","0.00","0.00","0.00","0.00","93.00","","","","191.34","","","191.34","","191.34","","191.34","617.07","","0.00","140.44","0.00","140.44","757.52","","","","","","","","","","","","","","","","","","","","","","178.16","42.52","","705.34","168.34","","83.74","19.98","","","","331.53","79.10","","","","","1138.00","271.00","596.00","133.00","1821.00","0.00","0.00","0.00","1188.00","271.00","604.00","153.00","1921.00","596.00","3959.00","596.00","","","","","","","","","","","","","no","yes","no","yes","no","no","no","yes","no","yes","3959.00"
"Africa","Western and Central Africa","BFA","BF","854","Burkina Faso","No","1990","8299.11","12938.05","27360.00","8288.39","0.00","10.72","0.00","0.00","10.72","0.00","0.00","0.00","0.00","","0.00","","","0.41","2092.11","","","23.94","","","23.94","","24.71","14.19","24.71","198.42","0.00","0.00","0.26","0.00","0.26","198.68","183.59","","","","","","","","","","","","","","","","","","","","","67.03","18.77","","556.29","155.77","","31.51","8.82","","","","261.50","73.20","","","","","254.33","0.00","564.21","0.43","7480.14","0.00","0.00","0.00","254.33","7480.14","564.21","0.43","0.00","564.21","818.98","564.21","0.03","0.03","0.00","0.00","8299.08","0.00","0.00","7818.11","408.36","72.61","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","2287.32"
"Africa","Western and Central Africa","BFA","BF","854","Burkina Faso","No","2000","6377.97","9942.62","27360.00","6366.36","0.00","11.61","0.00","0.00","11.61","0.00","0.00","0.00","0.00","","0.00","","","8.90","2937.10","","","23.79","","","23.79","","25.04","14.60","25.04","151.46","0.00","0.00","0.29","0.00","0.29","151.75","145.16","","","","","","","","","","","","","","","","","","","","","66.62","18.65","","424.90","118.95","","31.31","8.77","","","","199.69","55.93","","","","","244.36","0.00","546.32","0.41","5586.88","0.00","0.00","0.00","244.36","5586.88","546.32","0.41","0.00","546.32","791.11","546.32","0.03","0.03","0.00","0.00","6377.94","0.00","0.00","5908.54","397.46","71.94","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","2139.85"
"Africa","Western and Central Africa","BFA","BF","854","Burkina Faso","No","2010","5034.87","7917.72","27360.00","5026.00","0.00","8.87","0.00","0.00","8.87","0.00","0.00","0.00","0.00","","0.00","","","67.40","3252.76","","","23.57","","","23.57","","25.41","15.24","25.41","118.46","0.00","0.00","0.23","0.00","0.23","118.69","120.67","","","","","","","","","","","","","","","","","","","","","66.01","18.48","","332.35","93.04","","31.02","8.69","","","","156.18","43.75","","","","","234.39","0.00","528.44","0.39","4271.65","0.00","0.00","0.00","234.39","4271.65","528.44","0.39","0.00","528.44","763.23","528.44","0.03","0.03","0.00","0.00","5034.84","0.00","0.00","4577.00","386.57","71.27","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","1992.38"
"Africa","Western and Central Africa","BFA","BF","854","Burkina Faso","No","2015","4435.57","7026.60","27360.00","4428.53","0.00","7.05","0.00","0.00","7.05","0.00","0.00","0.00","0.00","","0.00","","","102.90","2233.43","","","23.40","","","23.40","","25.82","15.72","25.82","103.63","0.00","0.00","0.18","0.00","0.18","103.81","110.46","","","","","","","","","","","","","","","","","","","","","65.53","18.35","","290.66","81.39","","30.80","8.62","","","","136.62","38.23","","","","","229.41","0.00","519.49","0.38","3686.29","0.00","0.00","0.00","229.41","3686.29","519.49","0.38","0.00","519.49","749.29","519.49","0.03","0.03","0.00","0.00","4435.54","0.00","0.00","3983.49","381.12","70.93","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","1918.65"
"Africa","Western and Central Africa","BFA","BF","854","Burkina Faso","No","2020","3836.27","6135.50","27360.00","3831.08","0.00","5.25","0.00","0.00","5.25","0.00","0.00","0.00","0.00","","0.00","","","138.38","3436.10","","","23.16","","","23.17","","26.21","16.39","26.21","88.73","0.00","0.00","0.14","0.00","0.14","88.87","100.56","","","","","","","","","","","","","","","","","","","","","64.86","18.16","","248.82","69.67","","30.48","8.54","","","","116.93","32.76","","","","","224.42","0.00","510.55","0.37","3100.93","0.00","0.00","0.00","224.42","3100.93","510.55","0.37","0.00","510.55","735.35","510.55","0.03","0.03","0.00","0.00","3836.24","0.00","0.00","3389.98","375.67","70.59","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","1844.91"
"Africa","Western and Central Africa","BFA","BF","854","Burkina Faso","No","2025","3236.97","5244.40","27360.00","3233.63","0.00","3.45","0.00","0.00","3.45","0.00","0.00","0.00","0.00","","0.00","","","173.88","3527.76","","","22.79","","","22.79","","26.71","17.41","26.71","73.69","0.00","0.00","0.09","0.00","0.09","73.78","91.31","","","","","","","","","","","","","","","","","","","","","63.82","17.87","","206.58","57.84","","30.00","8.40","","","","97.11","27.19","","","","","219.44","0.00","501.61","0.36","2515.56","0.00","0.00","0.00","219.44","2515.56","501.61","0.36","0.00","501.61","721.41","501.61","","","","","","","","","","","","","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","1771.18"
"Africa","Western and Central Africa","BDI","BI","108","Burundi","No","1990","276.48","724.70","2568.00","115.10","92.08","161.38","161.38","161.38","0.00","0.00","0.00","0.00","92.08","","0.00","0.00","","","","","","100.00","","","126.27","145.00","145.00","","","11.51","","","23.40","23.40","0.00","34.91","","","","","","","","","","","","","","","","","","","","","","113.99","32.10","","31.52","8.88","","53.57","15.09","","","","14.81","4.17","","","","30.00","10.00","11.51","16.38","","","","","238.59","16.38","27.89","11.51","","","115.00","","","0.00","0.00","0.00","0.00","276.48","0.00","0.00","276.48","0.00","0.00","0.00","0.00","no","yes","no","yes","no","yes","no","no","no","yes","115.00"
"Africa","Western and Central Africa","BDI","BI","108","Burundi","No","2000","193.94","724.70","2568.00","80.97","64.78","112.97","112.97","112.97","0.00","0.00","0.00","0.00","64.78","","0.00","0.00","30.00","","182.00","","","100.00","","","126.22","145.00","145.00","","","8.10","","","16.38","16.38","0.00","24.48","","","","","","","","","","","","","","","","","","","","","","114.03","32.11","","22.11","6.23","","53.59","15.09","","","","10.39","2.93","","","","30.00","10.00","8.10","16.38","","","","","159.46","16.38","24.48","8.10","","","115.00","","","0.00","0.00","0.00","0.00","193.94","0.00","0.00","193.94","0.00","0.00","0.00","0.00","no","yes","no","yes","no","yes","no","no","no","yes","115.00"
"Africa","Western and Central Africa","BDI","BI","108","Burundi","No","2010","193.94","724.70","2568.00","80.97","64.78","112.97","112.97","112.97","0.00","0.00","0.00","0.00","64.78","","0.00","0.00","30.00","","186.51","","","100.00","","","126.22","145.00","145.00","","","8.10","","","16.38","16.38","0.00","24.48","","","","","","","","","","","","","","","","","","","","","","114.03","32.11","","22.11","6.23","","53.59","15.09","","","","10.39","2.93","","","","30.00","15.00","16.67","16.38","","","","","145.89","16.38","33.05","16.67","","","115.00","","16.38","0.00","0.00","0.00","0.00","193.94","0.00","0.00","193.94","0.00","0.00","0.00","0.00","no","yes","no","yes","no","yes","no","no","no","yes","115.00"
"Africa","Western and Central Africa","BDI","BI","108","Burundi","No","2015","279.64","724.70","2568.00","166.67","64.78","112.97","112.97","112.97","0.00","0.00","0.00","0.00","64.78","","0.00","0.00","30.00","","195.41","","","100.00","","","118.19","145.00","145.00","","","16.67","","","16.38","16.38","0.00","33.05","","","","","","","","","","","","","","","","","","","","","","119.38","33.25","","33.38","9.30","","56.11","15.63","","","","15.69","4.37","","","","30.00","15.00","16.67","16.38","","","","","231.59","16.38","33.05","16.67","","","115.00","","16.38","0.00","0.00","0.00","0.00","279.64","0.00","0.00","279.64","0.00","0.00","0.00","0.00","no","yes","no","yes","no","yes","no","no","no","yes","115.00"
"Africa","Western and Central Africa","BDI","BI","108","Burundi","No","2020","279.64","724.70","2568.00","166.67","64.78","112.97","112.97","112.97","0.00","0.00","0.00","0.00","64.78","","0.00","0.00","30.00","","210.36","","","100.00","","","118.19","145.00","145.00","","","16.67","","","16.38","16.38","0.00","33.05","","","","","","","","","","","","","","","","","","","","","","119.38","33.25","","33.38","9.30","","56.11","15.63","","","","15.69","4.37","","","","30.00","15.00","16.67","16.38","","","","","231.59","16.38","33.05","16.67","","","115.00","","16.38","0.00","0.00","0.00","0.00","279.64","0.00","0.00","276.64","0.00","0.00","3.00","0.00","no","yes","no","yes","no","yes","no","no","no","yes","115.00"
"Africa","Western and Central Africa","BDI","BI","108","Burundi","No","2025","279.64","724.70","2568.00","166.67","64.78","112.97","112.97","112.97","0.00","0.00","0.00","0.00","64.78","0.50","0.00","0.00","30.00","","210.36","","","100.00","","","118.19","145.00","145.00","","","16.67","","","16.38","16.38","0.00","33.05","","","","","","","","","","","","","","","","","","","","","","119.38","33.25","","33.38","9.30","","56.11","15.63","","","","15.69","4.37","","","","30.00","15.00","16.67","16.38","","","","","231.59","16.38","33.05","16.67","","","115.00","","16.38","","","","","","","","","","","","","no","yes","no","yes","no","yes","no","no","no","yes","115.00"
"Africa","Western and Central Africa","CPV","CV","132","Cabo Verde","No","1990","33.50","32.82","403.00","13.68","0.00","19.82","0.00","0.00","19.82","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","10.60","","","10.60","","","0.00","0.00","","0.00","","0.36","0.35","","","","","","","","","","","","","","","","","","","","","9.00","2.52","","0.30","0.08","","4.50","1.18","","","","0.15","0.04","","","","","","","","","","","","33.50","","","","","","21.68","","","0.00","0.00","0.00","0.00","33.50","0.00","0.00","33.50","0.00","0.00","0.00","0.00","yes","yes","no","yes","no","yes","yes","no","no","yes",""
"Africa","Western and Central Africa","CPV","CV","132","Cabo Verde","No","2000","37.90","32.82","403.00","13.68","0.00","24.22","0.00","0.00","24.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","10.60","","","10.60","","","0.00","0.00","","0.00","","0.40","0.35","","","","","","","","","","","","","","","","","","","","","9.00","2.52","","0.34","0.10","","4.50","1.18","","","","0.17","0.04","","","","","","","","","","","","37.90","","","","","","21.68","","","0.00","0.00","0.00","0.00","37.90","0.00","0.00","37.90","0.00","0.00","0.00","0.00","yes","yes","no","yes","no","yes","yes","no","no","yes",""
"Africa","Western and Central Africa","CPV","CV","132","Cabo Verde","No","2010","42.30","32.82","403.00","13.68","0.00","28.62","0.00","0.00","28.62","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","10.60","","","10.60","","","0.00","0.00","","0.00","","0.45","0.35","","","","","","","","","","","","","","","","","","","","","9.00","2.52","","0.38","0.11","","4.50","1.18","","","","0.19","0.05","","","","","","","","","","","","42.30","","","","","","21.68","","","0.00","0.00","0.00","0.00","42.30","0.00","0.00","42.30","0.00","0.00","0.00","0.00","yes","yes","no","yes","no","yes","yes","no","no","yes",""
"Africa","Western and Central Africa","CPV","CV","132","Cabo Verde","No","2015","44.86","32.82","403.00","13.68","0.00","31.18","0.00","0.00","31.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.21","0.06","13.46","","","","","","10.60","","","10.60","","","0.00","0.00","","0.00","","0.48","0.35","","","","","","","","","","","","","","","","","","","","","9.00","2.52","","0.40","0.11","","4.50","1.18","","","","0.20","0.05","","","","","21.82","","21.68","","","","","1.36","","","","","","21.68","","","0.00","0.00","0.00","0.00","44.86","0.00","0.00","44.86","0.00","0.00","0.00","0.00","yes","yes","no","yes","no","yes","yes","no","no","yes","43.61"
"Africa","Western and Central Africa","CPV","CV","132","Cabo Verde","No","2020","47.96","32.82","403.00","13.68","0.00","34.28","0.00","0.00","34.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.21","0.06","13.46","","","","","","10.60","","","10.60","","","0.00","0.00","","0.00","","0.51","0.35","","","","","","","","","","","","","","","","","","","","","9.00","2.52","","0.43","0.12","","4.50","1.18","","","","0.22","0.06","","","","","21.82","","21.68","","","","","4.46","","","","","","21.68","","","0.00","0.00","0.00","0.00","47.96","0.00","0.00","47.96","0.00","0.00","0.00","0.00","yes","yes","no","yes","no","yes","yes","no","no","yes","43.61"
"Africa","Western and Central Africa","CPV","CV","132","Cabo Verde","No","2025","51.06","32.82","403.00","13.68","0.00","37.38","0.00","0.00","37.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.21","0.06","13.46","","","","","","10.60","","","10.60","","","0.00","0.00","","0.00","","0.54","0.35","","","","","","","","","","","","","","","","","","","","","9.00","2.52","","0.46","0.13","","4.50","1.18","","","","0.23","0.06","","","","","21.82","","21.68","","","","","7.56","","","","","","21.68","","","","","","","","","","","","","","","yes","yes","no","yes","no","yes","yes","no","no","yes","43.61"
"Asia","South and Southeast Asia","KHM","KH","116","Cambodia","No","1990","11004.79","665.38","17652.00","10937.50","835.09","67.29","67.29","67.29","0.00","0.00","0.00","0.00","835.09","31.46","79.63","","","","","","","","","","105.00","","","","","","","","","","0.00","1155.50","","","","","","","","","","","","","","","","","","","","","","103.34","28.29","","1137.23","311.33","","48.57","13.29","","","","534.50","146.25","","","","","2244.00","0.00","3311.36","97.00","404.00","0.00","0.00","4948.43","","","","","","3311.36","","","0.00","0.00","0.00","0.00","11004.79","0.00","0.00","","","","11004.79","0.00","no","yes","","yes","","no","","no","","yes",""
"Asia","South and Southeast Asia","KHM","KH","116","Cambodia","No","2000","10781.00","639.94","17652.00","10681.09","492.04","99.91","99.91","99.91","0.00","0.00","0.00","0.00","492.04","76.44","66.74","","","","","","","","","","105.00","","","","","","","","","","0.00","1132.01","","","","","","","","","","","","","","","","","","","","","","103.34","28.29","","1114.11","304.99","","48.57","13.29","","","","523.63","143.28","","","","","2244.00","6.00","3196.82","97.00","404.00","0.00","0.00","4833.18","","","","","","3196.82","","","0.00","0.00","0.00","0.00","10781.00","0.00","0.00","","","","10781.00","0.00","no","yes","","yes","","no","","no","","yes",""
"Asia","South and Southeast Asia","KHM","KH","116","Cambodia","No","2010","10589.23","574.07","17652.00","10434.70","322.14","154.53","154.53","154.52","0.00","0.00","0.00","0.00","322.00","130.93","58.81","137.31","6.37","","","","","","","","105.00","","","","","","","","","","0.00","1111.87","","","","","","","","","","","","","","","","","","","","","","103.34","28.29","","1094.29","299.57","","48.57","13.29","","","","514.32","140.73","","","","","2244.00","551.00","3082.28","97.00","404.00","0.00","0.00","4210.95","","","","","","3082.28","","","0.00","0.00","0.00","0.00","10589.23","0.00","0.00","","","347.74","10241.49","0.00","no","yes","","yes","","no","","no","","yes",""
